geneName,fullGeneName,Genename,Defline,Description,piDeprived,piReplete,log2FC,pvalue
Cre14.g624550,Cre14.g624550.t1.1,,"","",97,97,0,0.471394499853279
Cre14.g624650,Cre14.g624650.t1.1,,"","",36,49,-0.444784842672896,0.0963802176707793
Cre14.g624850,Cre14.g624850.t1.2,,"","",145,152,-0.068018423428651,0.363894186027233
Cre14.g624900,Cre14.g624900.t1.1,FAP171,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",150,89,0.753085259529483,2.76439704219866e-05
Cre14.g624950,Cre14.g624950.t1.2,IDA2,"Flagellar inner arm dynein 1 heavy chain beta","Flagellar inner arm dynein 1 heavy chain beta (DHC1-beta)(DHC10)",87,64,0.442943495848728,0.0252239273909399
Cre14.g625000,Cre14.g625000.t1.1,,"","",16,24,-0.584962500721156,0.134093625527384
Cre14.g625100,Cre14.g625100.t1.1,,"","",25,21,0.251538766995964,0.230695591068383
Cre14.g625150,Cre14.g625150.t1.2,,"","",15,17,-0.180572245641821,0.430025032954291
Cre14.g625200,Cre14.g625200.t1.1,,"","",125,102,0.293358942690592,0.0554864143600891
Cre14.g625250,Cre14.g625250.t1.1,,"","",19,15,0.341036917835067,0.195764152565971
Cre14.g625251,Cre14.g625251.t1.1,,"","",64,115,-0.845490050944375,8.48226051915513e-05
Cre14.g625300,Cre14.g625300.t1.2,,"","",44,29,0.601450623509725,0.0301850186699643
Cre14.g625400,Cre14.g625400.t1.2,RPT1,"26S proteasome regulatory subunit","26S proteasome regulatory complex, base subcomplex, ATPase RPT1 (subunit 7)",282,314,-0.155069396492833,0.10205692941438
Cre14.g625450,Cre14.g625450.t1.1,VTE3,"MPBQ/MSBQ methyltransferase","MPBQ/MSBQ methyltransferase (plant VTE3 type), chloroplast precursor (tocopherol methyltransferase) (vitamin E methyltransferase)",340,276,0.300866479359533,0.00438350583184322
Cre14.g625500,Cre14.g625500.t1.2,ANK10,"Flagellar Associated Protein","Protein of unknown function with ankyrin repeats, flagella associated; found in the flagellar proteome, where it was designated FAP254 [PMID: 15998802]",408,542,-0.409723699382376,7.73782858020241e-06
Cre14.g625550,Cre14.g625550.t1.1,,"","",110,113,-0.0388192488905282,0.446748560734284
Cre14.g625600,Cre14.g625600.t1.2,,"","",165,70,1.23703919730085,1.05705666442191e-10
Cre14.g625650,Cre14.g625650.t1.1,,"","",78,238,-1.6094155444457,2.83632861612087e-20
Cre14.g625700,Cre14.g625700.t1.2,,"","",526,481,0.12902590552226,0.0735689915009092
Cre14.g625750,Cre14.g625750.t1.1,TIC22,"22 kDa translocon at the inner membrane of chloroplasts","Similar to Tic22 from Arabidopsis thaliana (AAO63837) and Pisum sativum (AAC64606); alignment with these sequences implies mature protein starts at residue L94; sequence alignment implies localisation within the intermembrane space at the periphery of the inner membrane and interactions with Tic20 and Tic110; TargetP prediction is ambiguous (other; confidence: 4). [PMID: 15242632; PMID: 11910011; PMID: 9817756; PMID: 16092526]",150,219,-0.545968369105293,0.000193149234019474
Cre14.g625800,Cre14.g625800.t1.1,,"","",52,47,0.145850866463455,0.273356741799406
Cre14.g625842,Cre14.g625842.t1.1,,"","",98,69,0.506185387337039,0.0099930536830839
Cre14.g625850,Cre14.g625850.t1.2,,"","",32,17,0.912537158749661,0.0106470570706936
Cre14.g626000,Cre14.g626000.t1.2,,"","",71,172,-1.27651763519742,3.77625659175847e-11
Cre14.g626200,Cre14.g626200.t1.2,,"","",215,226,-0.0719861128257274,0.316994230977956
Cre14.g626250,Cre14.g626250.t1.1,,"","",138,171,-0.309328058107729,0.0342612548269202
Cre14.g626300,Cre14.g626300.t1.1,,"","",70,88,-0.330148601692331,0.0880220948361796
Cre14.g626350,Cre14.g626350.t1.1,,"","",55,98,-0.833350130590549,0.000318303457852179
Cre14.g626400,Cre14.g626400.t1.1,,"","",63,43,0.551015168797818,0.0204359853038775
Cre14.g626450,Cre14.g626450.t1.1,,"","",114,110,0.0515303006400821,0.369202857490567
Cre14.g626500,Cre14.g626500.t1.1,,"","",54,92,-0.768674453893544,0.00104502975902264
Cre14.g626550,Cre14.g626550.t1.2,,"","",46,30,0.616671360448494,0.0252262051236088
Cre14.g626600,Cre14.g626600.t1.2,,"","",55,96,-0.803602787196497,0.0005323627203814
Cre14.g626650,Cre14.g626650.t1.2,,"","",41,49,-0.257157839497124,0.230396236359486
Cre14.g626700,Cre14.g626700.t1.1,PETF,"Apoferredoxin","Fe2S2 containing redox protein involved in photosynthetic electron transfer, chloroplast localization [PMID: 16656453]",109310,137415,-0.330114105989282,0
Cre14.g626750,Cre14.g626750.t1.1,,"","",792,425,0.898037589054546,0
Cre14.g626900,Cre14.g626900.t1.1,,"","",349,230,0.601593175265277,2.80130566410186e-07
Cre14.g627000,Cre14.g627000.t1.2,,"","",135,149,-0.142352923411331,0.220260040225112
Cre14.g627050,Cre14.g627050.t1.1,,"","",1109,949,0.2247793731406,0.000192142705083276
Cre14.g627100,Cre14.g627100.t1.1,,"","",96,68,0.497499659470817,0.0116244998258602
Cre14.g627150,Cre14.g627150.t1.2,,"","",13,23,-0.823122237915921,0.0662490819813686
Cre14.g627200,Cre14.g627200.t1.2,,"","",21,20,0.070389327891398,0.377614328752315
Cre14.g627300,Cre14.g627300.t1.2,,"","",112,107,0.065887935656457,0.342623914409168
Cre14.g627550,Cre14.g627550.t1.1,,"","",188,158,0.250808103500534,0.0477289159430569
Cre14.g627600,Cre14.g627600.t1.2,,"","",25,22,0.184424571137428,0.280032314790105
Cre14.g627650,Cre14.g627650.t1.2,,"","",166,96,0.790076930625769,5.10814154075501e-06
Cre14.g627700,Cre14.g627700.t1.2,,"","",33,19,0.796466605914868,0.0182417000041799
Cre14.g627750,Cre14.g627750.t1.2,,"","",16,21,-0.39231742277876,0.255687890792615
Cre14.g627779,Cre14.g627779.t1.1,,"","",252,251,0.00573636954914447,0.464477021780415
Cre14.g627788,Cre14.g627788.t1.2,,"","",21,14,0.584962500721156,0.087732624495402
Cre14.g627800,Cre14.g627800.t1.1,,"","",66,80,-0.277533975528909,0.140968267064936
Cre14.g627850,Cre14.g627850.t1.1,,"","",129,275,-1.09206055298877,1.50721593726293e-13
Cre14.g627900,Cre14.g627900.t1.1,,"","",930,859,0.11457258485693,0.0443386943665107
Cre14.g627950,Cre14.g627950.t1.1,,"","",90,58,0.633872101202103,0.00323983291317387
Cre14.g628000,Cre14.g628000.t1.1,,"","",12,19,-0.662965012722429,0.140520757529885
Cre14.g628050,Cre14.g628050.t1.1,COG1,"Component of oligomeric golgi complex 1","Expressed Protein. Similar to COG1, component of oligomeric golgi complex 1, involved in vesicle tethering and other Golgi functions",50,38,0.395928676331139,0.0827202564669949
Cre14.g628100,Cre14.g628100.t1.1,,"","",138,220,-0.67283525674649,8.59490927492422e-06
Cre14.g628150,Cre14.g628150.t1.2,,"","",21,16,0.39231742277876,0.162004300043918
Cre14.g628200,Cre14.g628200.t1.2,,"","",24,37,-0.624490864907793,0.061865721269046
Cre14.g628250,Cre14.g628250.t1.2,,"","",34,16,1.08746284125034,0.00330022398340546
Cre14.g628300,Cre14.g628300.t1.2,,"","",21,10,1.0703893278914,0.0147246867418289
Cre14.g628350,Cre14.g628350.t1.1,_,"peptidase subunit of mitochondrial ATP-dependent protease hslUV","(ClpQ) peptidase subunit of ATP-dependent protease hslUV, proteasome-related (NTN hydrolase family of threonine peptidases); probably mitochondrial (TARGETP 0.718, TPlen 44; PREDOTAR 0.716); interacts with HslU1 and HslU2",215,179,0.264377072325204,0.0310899455416228
Cre14.g628400,Cre14.g628400.t1.1,,"","",15,16,-0.0931094043914815,0.5
Cre14.g628450,Cre14.g628450.t1.1,CYN1a,"peptidyl-prolyl cis-transisomerase, cyclophilin type","peptidyl-prolyl cis-transisomerase, cyclophilin type; homologous to bacterial cyclophilins and At4g1770; isoform a",283,146,0.954833683951865,9.01945185205477e-12
Cre14.g628500,Cre14.g628500.t1.2,,"","",16,23,-0.523561956057013,0.168391817594966
Cre14.g628600,Cre14.g628600.t1.2,,"","",39,33,0.241008099503795,0.204789697963536
Cre14.g628800,Cre14.g628800.t1.2,,"","",49,41,0.257157839497124,0.171416559710394
Cre14.g628900,Cre14.g628900.t1.1,,"","",42,47,-0.162271428898877,0.335904324587305
Cre14.g629000,Cre14.g629000.t1.1,CGLD19,"predicted protein","Expressed protein conserved in green lineage and diatoms",117,94,0.315775867905767,0.0491289305772489
Cre14.g629050,Cre14.g629050.t1.1,_,"plastocyanin-like protein","Protein containing plastocyanin-like domain",187,71,1.39714734038295,6.0063065632221e-14
Cre14.g629061,Cre14.g629061.t1.1,,"","",385,217,0.827163403137784,2.05246930562453e-12
Cre14.g629150,Cre14.g629150.t1.2,,"","",26,43,-0.725825036561006,0.0266446819082569
Cre14.g629200,Cre14.g629200.t1.1,FAP98,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",552,295,0.903953312528965,0
Cre14.g629300,Cre14.g629300.t1.2,,"","",42,23,0.868755466721747,0.00625127306824491
Cre14.g629450,Cre14.g629450.t1.2,,"","",173,181,-0.0652176594464807,0.354957598351753
Cre14.g629500,Cre14.g629500.t1.1,,"","",317,262,0.274916028601957,0.00993577595773321
Cre14.g629550,Cre14.g629550.t1.1,,"","",105,109,-0.0539388071108037,0.418786553021608
Cre14.g629600,Cre14.g629600.t1.2,,"","",61,33,0.886343218204433,0.00129365447846064
Cre14.g629650,Cre14.g629650.t1.2,,"","",92,264,-1.52083216330144,1.1080851183464e-20
Cre14.g629700,Cre14.g629700.t1.2,MME3,"NADP malic enzyme","Malic Enzyme, NADP-dependent; malate dehydrogenase, decarboxylating (EC 1.1.1.40); direct repeat with MME2; targeting uncertain, but predicted cytosolic by homology",187,139,0.427953387164129,0.00328082003110286
Cre14.g629750,Cre14.g629750.t1.2,MME2,"NADP malic enzyme","Malic Enzyme, NADP-dependent; malate dehydrogenase, decarboxylating (EC 1.1.1.40); direct repeat with MME3; likely cytosolic based on lack of predicted N-terminal targeting sequence",89,76,0.227805917522812,0.137857028614911
Cre14.g629800,Cre14.g629800.t1.1,,"","",608,519,0.228336785085705,0.00365776398826401
Cre14.g629906,Cre14.g629906.t1.1,,"","",58,41,0.500428990509488,0.0349502868474733
Cre14.g630000,Cre14.g630000.t1.1,KIR2,"ketoacid isomerase-like protein","Related to a series of bacterial genes among which is a putative ketosteroid isomerase-related protein of Ralstonia; however, it is impossible to find a similarity with the well-characterized delta5-3-ketosteroid isomerase of Pseudomonas putida or Comamonas testosteroni, so this may be a case of erroneous annotation in Ralstonia that spread into COG; is probably targeted to the thylakoid lumen (based on alignment and RR motif), like the related gene KIR2",80,45,0.830074998557688,0.000596248610261196
Cre14.g630050,Cre14.g630050.t1.2,,"","",38,22,0.788495894806288,0.013670066934039
Cre14.g630088,Cre14.g630088.t1.1,,"","",150,100,0.584962500721156,0.000606538132581491
Cre14.g630100,Cre14.g630100.t1.1,RPL13,"Ribosomal protein L13, component of cytosolic 80S ribosome and 60S large subunit","Cytosolic 80S ribosomal protein L13; Cytosolic 60S large ribosomal subunit protein L13",13896,17325,-0.318185693201546,2.60313203092572e-84
Cre14.g630150,Cre14.g630150.t1.2,,"","",22,26,-0.241008099503795,0.332732906038309
Cre14.g630200,Cre14.g630200.t1.1,,"","",248,173,0.519568082750151,0.000102226271175732
Cre14.g630300,Cre14.g630300.t1.1,,"","",36,36,0,0.453147162351541
Cre14.g630400,Cre14.g630400.t1.1,,"","",81,82,-0.017702001733459,0.5
Cre14.g630500,Cre14.g630500.t1.1,,"","",17,22,-0.371968777386958,0.26119869024842
Cre14.g630550,Cre14.g630550.t1.2,DEG1B,"DegP-type protease","serine protease, trypsin family, DegP type (HtrA) (protease Do) most similar to CrDEG1A and At3g27925 (DegP1); probably results from a recent duplication of DEG1 gene; contains a large N-terminal domain not found in other DegPs and at least one C-terminal PDZ domain",39,44,-0.174029399775049,0.330441823880607
Cre14.g630700,Cre14.g630700.t1.1,,"","",32,21,0.60768257722124,0.049185324220246
Cre14.g630750,Cre14.g630750.t1.2,,"","",16,20,-0.321928094887362,0.308859658514848
Cre14.g630800,Cre14.g630800.t1.2,,"","",486,487,-0.00296545847656122,0.5
Cre14.g630850,Cre14.g630850.t1.2,,"","",242,275,-0.184424571137427,0.0796276421009417
Cre14.g630950,Cre14.g630950.t1.1,,"","",119,107,0.153350776906797,0.193611414038429
Cre14.g631000,Cre14.g631000.t1.2,,"","",45,24,0.906890595608518,0.00381026092751291
Cre14.g631050,Cre14.g631050.t1.2,,"","",101,73,0.468386923871777,0.0138130255748975
Cre14.g631100,Cre14.g631100.t1.2,SRR29,"Scavenger receptor cysteine rich (SRCR) protein","Scavenger receptor cysteine-rich protein; contains ligand-binding SRCR domain found in speract/scavenger receptor (PMID: 14995912)",86,43,1,4.6033069013407e-05
Cre14.g631141,Cre14.g631141.t1.1,,"","",325,496,-0.609900402471058,1.30862886452876e-09
Cre14.g631150,Cre14.g631150.t1.2,,"","",20,13,0.62148837674627,0.081377828726545
Cre14.g631200,Cre14.g631200.t1.1,FAP94,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",273,158,0.78897639274275,9.48954359536458e-09
Cre14.g631350,Cre14.g631350.t1.2,VSP7,"hydroxyproline-rich glycoprotein, presumed cell wall component","hydroxyproline-rich glycoprotein containing (SP)n repeats; resembles VSP4/6; presumed cell wall protein but function unknown.",37,28,0.402098443571346,0.107269597004089
Cre14.g631400,Cre14.g631400.t1.2,,"","",73,18,2.0198995574377,5.96704019528715e-10
Cre14.g631450,Cre14.g631450.t1.2,,"","",551,402,0.454856817392229,5.61758757178232e-07
Cre14.g631500,Cre14.g631500.t1.2,,"","",87,43,1.01667874114663,3.36920349661707e-05
Cre14.g631600,Cre14.g631600.t1.1,,"","",211,125,0.755314904045098,9.11055170638164e-07
Cre14.g631650,Cre14.g631650.t1.2,,"","",145,79,0.876128341837832,3.25041470417009e-06
Cre14.g631700,Cre14.g631700.t1.2,,"","",23,29,-0.334419039070559,0.244227834689946
Cre14.g631750,Cre14.g631750.t1.2,,"","",608,202,1.58971603069179,0
Cre14.g631800,Cre14.g631800.t1.1,,"","",85,75,0.180572245641821,0.192283575738883
Cre14.g631850,Cre14.g631850.t1.1,,"","",34,35,-0.0418201756946271,0.5
Cre14.g631900,Cre14.g631900.t1.1,,"","",676,653,0.0499402547357536,0.255168094205377
Cre14.g632000,Cre14.g632000.t1.2,CGE2,"GrpE nucleotide release factor","CGE2 is similar to CGE1 and contains motifs typical for chloroplast-targeted GrpE homologs [PMID: 11752390, 16143837]",46,46,0,0.458520259826235
Cre14.g632200,Cre14.g632200.t1.1,,"","",30,20,0.584962500721156,0.0594602262797181
Cre14.g632300,Cre14.g632300.t1.2,_,"Histone deacetylase","Histone deacetylase, ChromDB HDA3409",17,18,-0.082462160191973,0.5
Cre14.g632350,Cre14.g632350.t1.1,FAP138,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]",634,245,1.37170109113684,0
Cre14.g632450,Cre14.g632450.t1.2,,"","",180,103,0.805352569146456,1.5400527164644e-06
Cre14.g632500,Cre14.g632500.t1.2,,"","",47,38,0.306661338234052,0.138999644540276
Cre14.g632550,Cre14.g632550.t1.1,,"","",33,25,0.400537929583729,0.11852355738136
Cre14.g632600,Cre14.g632600.t1.1,,"","",166,155,0.0989150260726873,0.251531532870168
Cre14.g632700,Cre14.g632700.t1.2,,"","",35,29,0.271302021817394,0.190866397396669
Cre14.g632750,Cre14.g632750.t1.2,,"","",31,25,0.31034012061215,0.174840976491842
Cre14.g632800,Cre14.g632800.t1.1,,"","",23,15,0.616671360448494,0.0716533271479421
Cre14.g632850,Cre14.g632850.t1.2,,"","",13,18,-0.46948528330122,0.236564829945564
Cre14.g632900,Cre14.g632900.t1.1,,"","",23,16,0.523561956057013,0.0997954334598035
Cre14.g632950,Cre14.g632950.t1.1,NOT1,"component of CCR4-NOT transcriptional regulator complex","putative homolog of not1p in yeast, a component of the CCR4-NOT core complex, which in the nucleus seems to be a general transcription factor, and in the cytoplasm the major mRNA deadenylase involved in mRNA turnover. The NOT protein subcomplex negatively regulates the basal and activated transcription of many genes.",171,185,-0.113528945630414,0.245438932203807
Cre14.g633000,Cre14.g633000.t1.1,ERV2 || ERV1,"sulfhydryl oxidase","Erv1/Alr, similar to yeast Erv1 (mitochondrial) and Erv2 (ER) || Erv1/Alr family; possibly mitochondrial",21,25,-0.251538766995965,0.329369038511828
Cre14.g633050,Cre14.g633050.t1.2,,"","",25,11,1.18442457113743,0.00566549209179357
Cre14.g633100,Cre14.g633100.t1.1,,"","",14,17,-0.280107919192735,0.360050065908581
Cre14.g633200,Cre14.g633200.t1.2,,"","",14,16,-0.192645077942396,0.427767775952816
Cre14.g633250,Cre14.g633250.t1.1,,"","",246,185,0.411133044822928,0.00139013969164714
Cre14.g633450,Cre14.g633450.t1.1,,"","",33,34,-0.043068721891886,0.5
Cre14.g633500,Cre14.g633500.t1.2,,"","",18,15,0.263034405833794,0.243425120832399
Cre14.g633550,Cre14.g633550.t1.1,,"","",208,344,-0.725825036561006,3.86201529176607e-09
Cre14.g633600,Cre14.g633600.t1.2,,"","",20,16,0.321928094887362,0.202516123070382
Cre14.g633650,Cre14.g633650.t1.2,PRP6,"splicing factor, component of the U4/U6-U5 snRNP complex","Splicing factor, component of the U4/U6-U5 snRNP complex. Contains TPR repeats. Homologue of S. cerevisiae Prp6 protein",95,108,-0.185031893832521,0.199857037089036
Cre14.g633700,Cre14.g633700.t1.1,,"","",88,52,0.758991900496205,0.00083375694295118
Cre14.g633750,Cre14.g633750.t1.2,IPB2,"Importin Beta","Similar to importin beta",132,130,0.0220263063299989,0.42650338987169
Cre14.g633800,Cre14.g633800.t1.1,,"","",53,57,-0.104969559601543,0.387501491415312
Cre14.g633950,Cre14.g633950.t1.1,,"","",22,21,0.067114195858537,0.380395821280672
Cre14.g634000,Cre14.g634000.t1.2,,"","",23,10,1.20163386116965,0.0067654934246093
Cre14.g634100,Cre14.g634100.t1.2,,"","",27,27,0,0.445961575552375
Cre14.g634113,Cre14.g634113.t1.1,,"","",61,47,0.376148485885249,0.0742881738052811
Cre14.g634150,Cre14.g634150.t1.2,,"","",64,101,-0.658211482751795,0.00245817665548671
Cre14.g634250,Cre14.g634250.t1.2,,"","",156,73,1.09557765998223,9.87134396446265e-09
Cre15.g634351,Cre15.g634351.t1.1,,"","",19,11,0.788495894806288,0.0493685733526946
Cre15.g634400,Cre15.g634400.t1.2,,"","",87,23,1.91938153979172,7.75137731778841e-11
Cre15.g634450,Cre15.g634450.t1.2,,"","",26,14,0.893084796083488,0.0192386541421001
Cre15.g634500,Cre15.g634500.t1.2,,"","",26,8,1.70043971814109,0.000410697655752301
Cre15.g634550,Cre15.g634550.t1.2,,"","",32,17,0.912537158749661,0.0106470570706936
Cre15.g634600,Cre15.g634600.t1.2,,"","",95,141,-0.569695744067846,0.00165598563749496
Cre15.g634745,Cre15.g634745.t1.1,,"","",315,449,-0.511363616353868,7.05207076247551e-07
Cre15.g634750,Cre15.g634750.t1.2,,"","",221,237,-0.100840689506827,0.241701845838712
Cre15.g634800,Cre15.g634800.t1.2,,"","",14,17,-0.280107919192735,0.360050065908581
Cre15.g634850,Cre15.g634850.t1.2,,"","",173,124,0.48043191724985,0.00182227111105748
Cre15.g634855,Cre15.g634855.t1.1,,"","",26,20,0.37851162325373,0.15099780659483
Cre15.g634900,Cre15.g634900.t1.1,,"","",45,33,0.447458976971221,0.0702691431347612
Cre15.g634950,Cre15.g634950.t1.2,,"","",19,18,0.0780025120012732,0.371414679364534
Cre15.g635000,Cre15.g635000.t1.2,,"","",17,26,-0.612976876890753,0.111026410078011
Cre15.g635050,Cre15.g635050.t1.2,,"","",83,82,0.0174874267288411,0.438165341948014
Cre15.g635079,Cre15.g635079.t1.1,,"","",210,201,0.0631938264871939,0.310940023017736
Cre15.g635100,Cre15.g635100.t1.1,,"","",26,10,1.37851162325373,0.00196658651111647
Cre15.g635200,Cre15.g635200.t1.1,,"","",81,97,-0.260062839302503,0.130414667630422
Cre15.g635250,Cre15.g635250.t1.2,,"","",33,10,1.72246602447109,8.5077587300475e-05
Cre15.g635350,Cre15.g635350.t1.1,,"","",23,44,-0.935869662580285,0.00696693751214388
Cre15.g635400,Cre15.g635400.t1.1,,"","",19,13,0.547487795302493,0.107663574861363
Cre15.g635450,Cre15.g635450.t1.1,,"","",94,25,1.91073266190291,1.73545622317306e-11
Cre15.g635500,Cre15.g635500.t1.2,,"","",69,39,0.823122237915921,0.00134234902064001
Cre15.g635600,Cre15.g635600.t1.1,_,"Nascent polypeptide-associated complex, alpha subunit","_",3627,5159,-0.508314701182394,1.43913984031007e-60
Cre15.g635650,Cre15.g635650.t1.1,,"","",77,139,-0.852154532028606,1.47502768630809e-05
Cre15.g635700,Cre15.g635700.t1.2,MAPKKK12,"Mitogen Activated Protein Kinase Kinase Kinase 12","_",146,149,-0.0293439615821443,0.453663054299273
Cre15.g635750,Cre15.g635750.t1.2,,"","",23,18,0.3536369546147,0.174444439724539
Cre15.g635800,Cre15.g635800.t1.2,SMC1,"Structural Maintenance of Chromosomes protein 1","Structural maintenance of chromosome protein 1 (sister chromatid cohesion complex Cohesin, subunit SMC1); ChromDB CPC3404",20,12,0.736965594166206,0.0550920825917275
Cre15.g635850,Cre15.g635850.t1.1,ATP3,"F1F0 ATP synthase gamma subunit","H+-transporting two-sector ATPase, gamma subunit, mitochondria targeted (by homology to ATP3_ARATH, human ATP5C1); part of the F1 sector of the enzyme",2501,2665,-0.0916304754655682,0.0116651784507209
Cre15.g635950,Cre15.g635950.t1.2,,"","",58,44,0.398549376490275,0.068549402878017
Cre15.g635993,Cre15.g635993.t1.1,,"","",51,46,0.148863385914483,0.271305079022937
Cre15.g636004,Cre15.g636004.t1.1,,"","",38,19,1,0.00375408776707509
Cre15.g636050,Cre15.g636050.t1.1,CPLD31,"predicted protein","Conserved expressed protein; possible thylakoid lumen localization",548,651,-0.248481650205109,0.00160286291195199
Cre15.g636058,Cre15.g636058.t1.1,,"","",27,38,-0.493040011280117,0.107269597004089
Cre15.g636100,Cre15.g636100.t1.2,_,"hypothetical protein","_",129,69,0.902702798645085,6.24899628642872e-06
Cre15.g636150,Cre15.g636150.t1.2,,"","",138,148,-0.100928908850781,0.297339028574436
Cre15.g636250,Cre15.g636250.t1.1,,"","",21,12,0.807354922057604,0.0400716562289745
Cre15.g636300,Cre15.g636300.t1.1,CPN2,"tubulin folding cofactor B","_",251,167,0.58783926147672,1.51507082009061e-05
Cre15.g636400,Cre15.g636400.t1.2,,"","",98,89,0.138976413148811,0.232353452301452
Cre15.g636500,Cre15.g636500.t1.1,,"","",180,158,0.188072348152572,0.105429202684084
Cre15.g636550,Cre15.g636550.t1.1,,"","",49,1,5.61470984411521,8.88178419700125e-16
Cre15.g636600,Cre15.g636600.t1.1,,"","",164,110,0.576192291093424,0.00042962588540163
Cre15.g636750,Cre15.g636750.t1.1,,"","",417,700,-0.747307538387665,1.09820722391575e-17
Cre15.g636800,Cre15.g636800.t1.2,,"","",489,226,1.11351169253705,0
Cre15.g636840,Cre15.g636840.t1.1,,"","",155,98,0.661414561159029,0.000125379043621199
Cre15.g636850,Cre15.g636850.t1.1,,"","",50,44,0.184424571137428,0.235246057445185
Cre15.g636950,Cre15.g636950.t1.1,,"","",45,3,3.90689059560852,4.18154399994819e-12
Cre15.g637050,Cre15.g637050.t1.1,FAP274b,"Flagellar Associated Protein","Flagellar Associated Protein, found in the flagellar proteome [PMID: 15998802]; FAP274b, minor variant arising from alternative transcription start; function unknown; possible target of a miRNA directing cleavage at end of first exon (PMID: 17538623)",1068,803,0.411439754170239,3.64349106440898e-10
Cre15.g637100,Cre15.g637100.t1.1,,"","",124,91,0.446401670188179,0.0100963789841436
Cre15.g637150,Cre15.g637150.t1.2,,"","",48,35,0.45567948377619,0.0619265297309007
Cre15.g637166,Cre15.g637166.t1.1,,"","",502,341,0.5579156249266,1.09410583926106e-08
Cre15.g637200,Cre15.g637200.t1.2,,"","",17,18,-0.082462160191973,0.5
Cre15.g637250,Cre15.g637250.t1.2,,"","",34,55,-0.69389687227432,0.0167083608010489
Cre15.g637350,Cre15.g637350.t1.1,TRM3,"tRNA (guanosine)-2'-O-methyltransferase","tRNA methyltransferase, catalyzes the transfer of a methyl group from S-adenosylmethionine to the 2'-OH of the guanosine residue at position 18 of tRNAs",39,34,0.197939377611909,0.241394278422011
Cre15.g637400,Cre15.g637400.t1.2,,"","",123,120,0.0356239097307212,0.39877567472335
Cre15.g637500,Cre15.g637500.t1.1,,"","",208,336,-0.691877704637668,2.25704083421561e-08
Cre15.g637761,Cre15.g637761.t1.1,,"","",158,286,-0.856090588601287,6.4616635608969e-10
Cre15.g637850,Cre15.g637850.t1.2,CLR13,"predicted protein of CLR family","belongs to a family of at least 24 Chlamydomonas proteins with multiple copies (up to dozens) of a 40-48 AA repeat similar to DUF1601 (found exclusively in the gammaproteobacterium Coxiella burnetti); this repeat probably forms a stack of alpha helices; it is also found in Ostreococcus (2 proteins) and in Arabidopsis (At2g31890); linked to CLR12 and CLR11",16,23,-0.523561956057013,0.168391817594966
Cre15.g637900,Cre15.g637900.t1.2,,"","",90,17,2.40439025507934,3.21964677141295e-14
Cre15.g637950,Cre15.g637950.t1.2,,"","",30,32,-0.0931094043914815,0.44953815682643
Cre15.g638050,Cre15.g638050.t1.2,,"","",27,28,-0.0524674198941355,0.5
Cre15.g638100,Cre15.g638100.t1.2,,"","",21,33,-0.652076696579693,0.0668371176820525
Cre15.g638200,Cre15.g638200.t1.2,CLR10,"predicted protein of CLR family","belongs to a family of at least 24 Chlamydomonas proteins with multiple copies (up to dozens) of a 40-48 AA repeat similar to DUF1601 (found exclusively in the gammaproteobacterium Coxiella burnetti); this repeat probably forms a stack of alpha helices; it is also found in Ostreococcus (2 proteins) and in Arabidopsis (At2g31890); linked to CLR9",39,23,0.761840262805236,0.0150079321745337
Cre15.g638300,Cre15.g638300.t1.2,,"","",50,66,-0.400537929583729,0.0817115862387744
Cre15.g638350,Cre15.g638350.t1.1,,"","",89,86,0.0494686762642999,0.381234720130624
Cre15.g638400,Cre15.g638400.t1.1,,"","",415,402,0.0459158350553584,0.312151891681145
Cre15.g638450,Cre15.g638450.t1.1,,"","",19,16,0.247927513443586,0.249779916601256
Cre15.g638500,Cre15.g638500.t1.1,CYC1,"ubiquinol:cytochrome c oxidoreductase cytochrome c1","cytochrome c1 of ubiquinol:cytochrome c oxidoreductase cytochrome c1 (mitochondrial complex III); mitochondrial pre-apocytochrome c1;[GI:12005507]; gb:AAG44483; PMID: 12589438; = CYT1 from yeast",2251,1929,0.222712913405052,2.89191430469238e-07
Cre15.g638600,Cre15.g638600.t1.1,,"","",29,29,0,0.447841606944795
Cre15.g638700,Cre15.g638700.t1.2,,"","",39,23,0.761840262805236,0.0150079321745337
Cre15.g638750,Cre15.g638750.t1.1,,"","",45,19,1.24392558288609,0.000308689132033524
Cre15.g638800,Cre15.g638800.t1.2,,"","",59,64,-0.117356950638159,0.359254418277483
Cre15.g638850,Cre15.g638850.t1.2,,"","",25,27,-0.111031312388744,0.444941982638268
Cre15.g638900,Cre15.g638900.t1.2,CLR2,"predicted protein of CLR family","Belongs to a family of at least 24 Chlamydomonas proteins with multiple copies (up to dozens) of a 40-48 AA repeat similar to DUF1601 (found exclusively in the gammaproteobacterium Coxiella burnetti); this repeat probably forms a stack of alpha helices; it is also found in Ostreococcus (2 proteins) and in Arabidopsis (At2g31890); linked to CLR3",25,28,-0.163498732282879,0.39192315110475
