Pathway-id	Pathway-name	Reaction-id	EC	Protein-id	Protein-name	Gene-id	Gene-name
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTDPKIN-RXN	EC-2.7.4.6	CRE01.G029750-MONOMER		CRE01.G029750	Cre01.g029750
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTDPKIN-RXN	EC-2.7.4.6	CRE06.G249900-MONOMER		CRE06.G249900	Cre06.g249900
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTDPKIN-RXN	EC-2.7.4.6	CRE16.G654300-MONOMER		CRE16.G654300	Cre16.g654300
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTDPKIN-RXN	EC-2.7.4.6	MONOMERIO2-5914		CRE16.G650550	Cre16.g650550
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTDPKIN-RXN	EC-2.7.4.6	CRE07.G325734-MONOMER		CRE07.G325734	Cre07.g325734
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTMPKI-RXN	EC-2.7.4.12	MONOMERIO2-5841	dTMP kinase	CRE18.G749847	Cre18.g749847
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTMPKI-RXN	EC-2.7.4.12	CRE03.G190800-MONOMER	dTMP kinase	CRE03.G190800	Cre03.g190800
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DTMPKI-RXN	EC-2.7.4.12	CRE03.G190750-MONOMER	dTMP kinase	CRE03.G190750	Cre03.g190750
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DUTP-PYROP-RXN	EC-3.6.1.23	CRE16.G667850-MONOMER	dUTP diphosphatase	CRE16.G667850	Cre16.g667850
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DUTP-PYROP-RXN	EC-3.6.1.23	CRE02.G095089-MONOMER		CRE02.G095089	Cre02.g095089
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DUTP-PYROP-RXN	EC-3.6.1.23	CRE13.G568950-MONOMER		CRE13.G568950	Cre13.g568950
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DUTP-PYROP-RXN	EC-3.6.1.23	CRE05.G243451-MONOMER		CRE05.G243451	Cre05.g243451
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DUTP-PYROP-RXN	EC-3.6.1.23	CRE11.G468500-MONOMER		CRE11.G468500	Cre11.g468500
PWY-7187	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II	DCTP-DEAM-RXN	EC-3.5.4.13	unknown	unknown	unknown	unknown
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	RXN-7716	EC-1.8.1.4	CRE01.G016514-MONOMER		CRE01.G016514	Cre01.g016514
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	RXN-7716	EC-1.8.1.4	MONOMERIO2-5841		CRE18.G749847	Cre18.g749847
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	RXN0-1147	EC-2.3.1.61	CRE07.G343700-MONOMER	dihydrolipoyltranssuccinylase	CRE07.G343700	Cre07.g343700
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	RXN0-1147	EC-2.3.1.61	CRE07.G343433-MONOMER	dihydrolipoyltranssuccinylase	CRE07.G343433	Cre07.g343433
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	RXN0-1147	EC-2.3.1.61	CRE03.G185600-MONOMER	dihydrolipoyltranssuccinylase	CRE03.G185600	Cre03.g185600
PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	2OXOGLUTDECARB-RXN	EC-1.2.4.2	CRE12.G537200-MONOMER	2-oxoglutarate decarboxylase	CRE12.G537200	Cre12.g537200
PWY-5063	phytyl diphosphate biosynthesis	RXN-7658	-	MONOMER4LZ-6838	geranylgeranyl diphosphate reductase	CHLREDRAFT_136810	GGR
PWY-5063	phytyl diphosphate biosynthesis	RXN-7658	-	CRE01.G050950-MONOMER	geranylgeranyl diphosphate reductase	CRE01.G050950	Cre01.g050950
PWY-5063	phytyl diphosphate biosynthesis	RXN-7659	-	MONOMER4LZ-6838	dihydrogeranylgeranyl diphosphate reductase	CHLREDRAFT_136810	GGR
PWY-5063	phytyl diphosphate biosynthesis	RXN-7659	-	CRE01.G050950-MONOMER	dihydrogeranylgeranyl diphosphate reductase	CRE01.G050950	Cre01.g050950
PWY-5063	phytyl diphosphate biosynthesis	RXN-7660	-	MONOMER4LZ-6838	tetrahydrogeranylgeranyl diphosphate reductase	CHLREDRAFT_136810	GGR
PWY-5063	phytyl diphosphate biosynthesis	RXN-7660	-	CRE01.G050950-MONOMER	tetrahydrogeranylgeranyl diphosphate reductase	CRE01.G050950	Cre01.g050950
ALANINE-DEG3-PWY	L-alanine degradation III	ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	CRE06.G284700-MONOMER	glutamate&mdash;pyruvate aminotransferase	CRE06.G284700	Cre06.g284700
ALANINE-DEG3-PWY	L-alanine degradation III	ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.2	CRE10.G451950-MONOMER	glutamate&mdash;pyruvate aminotransferase	CRE10.G451950	Cre10.g451950
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE12.G558700-MONOMER		CRE12.G558700	Cre12.g558700
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE12.G495550-MONOMER		CRE12.G495550	Cre12.g495550
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE01.G029750-MONOMER		CRE01.G029750	Cre01.g029750
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE06.G249900-MONOMER		CRE06.G249900	Cre06.g249900
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE16.G654300-MONOMER		CRE16.G654300	Cre16.g654300
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	MONOMERIO2-5914		CRE16.G650550	Cre16.g650550
PPGPPMET-PWY	ppGpp biosynthesis	GDPKIN-RXN	EC-2.7.4.6	CRE07.G325734-MONOMER		CRE07.G325734	Cre07.g325734
PPGPPMET-PWY	ppGpp biosynthesis	RXN0-6427	EC-3.1.7.2	unknown	unknown	unknown	unknown
PPGPPMET-PWY	ppGpp biosynthesis	GDPPYPHOSKIN-RXN	EC-2.7.6.5	unknown	unknown	unknown	unknown
PPGPPMET-PWY	ppGpp biosynthesis	GTPPYPHOSKIN-RXN	EC-2.7.6.5	CRE14.G621351-MONOMER	GTP pyrophosphokinase	CRE14.G621351	Cre14.g621351
PPGPPMET-PWY	ppGpp biosynthesis	GTPPYPHOSKIN-RXN	EC-2.7.6.5	CRE03.G208721-MONOMER	GTP pyrophosphokinase	CRE03.G208721	Cre03.g208721
PPGPPMET-PWY	ppGpp biosynthesis	GTPPYPHOSKIN-RXN	EC-2.7.6.5	CRE03.G159800-MONOMER	GTP pyrophosphokinase	CRE03.G159800	Cre03.g159800
PPGPPMET-PWY	ppGpp biosynthesis	PPGPPSYN-RXN	EC-3.1.7.2	unknown	unknown	unknown	unknown
PPGPPMET-PWY	ppGpp biosynthesis	PPPGPPHYDRO-RXN	EC-3.6.1.40	unknown	unknown	unknown	unknown
PWY-381	nitrate reduction II (assimilatory)	FERREDOXIN--NITRITE-REDUCTASE-RXN	EC-1.7.7.1	CRE09.G410750-MONOMER	ferredoxin--nitrite reductase	CRE09.G410750	Cre09.g410750
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	CRE16.G654526-MONOMER	glutamine synthetase	CRE16.G654526	Cre16.g654526
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	CRE02.G113200-MONOMER	glutamine synthetase	CRE02.G113200	Cre02.g113200
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	CRE03.G207250-MONOMER	glutamine synthetase	CRE03.G207250	Cre03.g207250
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	CRE03.G146627-MONOMER	glutamine synthetase	CRE03.G146627	Cre03.g146627
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	CRE12.G530600-MONOMER	glutamine synthetase	CRE12.G530600	Cre12.g530600
PWY-381	nitrate reduction II (assimilatory)	GLUTAMINESYN-RXN	EC-6.3.1.2	MONOMERIO2-5709	glutamine synthetase	CRE12.G530650	Cre12.g530650
PWY-381	nitrate reduction II (assimilatory)	NITRATE-REDUCTASE-NADH-RXN	EC-1.7.1.1	CRE06.G303050-MONOMER	nitrate reductase	CRE06.G303050	Cre06.g303050
PWY-381	nitrate reduction II (assimilatory)	NITRATE-REDUCTASE-NADH-RXN	EC-1.7.1.1	CRE09.G410950-MONOMER	nitrate reductase	CRE09.G410950	Cre09.g410950
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1134	EC-1.2.4.1	CRE03.G194200-MONOMER	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase	CRE03.G194200	Cre03.g194200
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1134	EC-1.2.4.1	CRE02.G099850-MONOMER	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase	CRE02.G099850	Cre02.g099850
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1134	EC-1.2.4.1	CRE16.G677026-MONOMER	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase	CRE16.G677026	Cre16.g677026
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1134	EC-1.2.4.1	CRE07.G337650-MONOMER	pyruvate:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine 2-oxidoreductase	CRE07.G337650	Cre07.g337650
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1132	EC-1.8.1.4	CRE01.G016514-MONOMER		CRE01.G016514	Cre01.g016514
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1132	EC-1.8.1.4	MONOMERIO2-5841		CRE18.G749847	Cre18.g749847
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1133	EC-2.3.1.12	CRE06.G278227-MONOMER	lipoate acetyltransferase	CRE06.G278227	Cre06.g278227
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1133	EC-2.3.1.12	CRE06.G252550-MONOMER	lipoate acetyltransferase	CRE06.G252550	Cre06.g252550
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1133	EC-2.3.1.12	CRE09.G386735-MONOMER	lipoate acetyltransferase	CRE09.G386735	Cre09.g386735
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	RXN0-1133	EC-2.3.1.12	CRE03.G158900-MONOMER	lipoate acetyltransferase	CRE03.G158900	Cre03.g158900
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-7836	EC-5.3.3.8	CRE16.G695050-MONOMER	enoyl-CoA isomerase	CRE16.G695050	Cre16.g695050
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-7836	EC-5.3.3.8	CRE03.G190850-MONOMER	enoyl-CoA isomerase	CRE03.G190850	Cre03.g190850
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-12521	EC-1.3.1.34	unknown	unknown	unknown	unknown
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-12520	EC-5.3.3.21	CRE10.G463150-MONOMER	&Delta;3,5-&Delta;2,4-dienoyl-CoA isomerase	CRE10.G463150	Cre10.g463150
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-12519	EC-5.3.3.8	unknown	unknown	unknown	unknown
PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	RXN-12518	EC-1.3.3.6	unknown	unknown	unknown	unknown
GLYCLEAV-PWY	glycine cleavage	RXN-8629	EC-1.8.1.4	CRE06.G253350-MONOMER	H-Gcv-protein-(dihydrolipoyl)lysine:NAD+ oxidoreductase	CRE06.G253350	Cre06.g253350
GLYCLEAV-PWY	glycine cleavage	RXN-8629	EC-1.8.1.4	CRE01.G016514-MONOMER		CRE01.G016514	Cre01.g016514
GLYCLEAV-PWY	glycine cleavage	RXN-8629	EC-1.8.1.4	MONOMERIO2-5841		CRE18.G749847	Cre18.g749847
GLYCLEAV-PWY	glycine cleavage	GCVT-RXN	EC-2.1.2.10	CRE03.G193750-MONOMER	aminomethyltransferase	CRE03.G193750	Cre03.g193750
GLYCLEAV-PWY	glycine cleavage	GCVT-RXN	EC-2.1.2.10	CRE12.G552850-MONOMER	aminomethyltransferase	CRE12.G552850	Cre12.g552850
GLYCLEAV-PWY	glycine cleavage	GCVT-RXN	EC-2.1.2.10	CRE06.G253350-MONOMER	aminomethyltransferase	CRE06.G253350	Cre06.g253350
GLYCLEAV-PWY	glycine cleavage	GCVP-RXN	EC-1.4.4.2	CRE12.G534800-MONOMER	glycine decarboxylase	CRE12.G534800	Cre12.g534800
GLYCLEAV-PWY	glycine cleavage	GCVP-RXN	EC-1.4.4.2	CRE06.G253350-MONOMER	glycine decarboxylase	CRE06.G253350	Cre06.g253350
PWYQT-4445	pyrimidine salvage pathway	URKI-RXN	EC-2.7.1.48	unknown	unknown	unknown	unknown
PWYQT-4445	pyrimidine salvage pathway	URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9	CRE11.G467778-MONOMER	uracil phosphoribosyltransferase	CRE11.G467778	Cre11.g467778
PWYQT-4445	pyrimidine salvage pathway	URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9	CRE16.G681850-MONOMER	uracil phosphoribosyltransferase	CRE16.G681850	Cre16.g681850
PWYQT-4445	pyrimidine salvage pathway	URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9	CRE13.G573800-MONOMER	uracil phosphoribosyltransferase	CRE13.G573800	Cre13.g573800
PWYQT-4445	pyrimidine salvage pathway	URIDINE-NUCLEOSIDASE-RXN	EC-3.2.2.3	CRE06.G271050-MONOMER	uridine nucleosidase	CRE06.G271050	Cre06.g271050
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE12.G524700-MONOMER		CRE12.G524700	Cre12.g524700
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE10.G456900-MONOMER		CRE10.G456900	Cre10.g456900
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE10.G436500-MONOMER		CRE10.G436500	Cre10.g436500
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE03.G180450-MONOMER		CRE03.G180450	Cre03.g180450
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE03.G180600-MONOMER		CRE03.G180600	Cre03.g180600
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE03.G171600-MONOMER		CRE03.G171600	Cre03.g171600
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE03.G180550-MONOMER		CRE03.G180550	Cre03.g180550
PWYQT-4445	pyrimidine salvage pathway	RXNQT-4150	EC-3.1.3.5	CRE13.G573150-MONOMER		CRE13.G573150	Cre13.g573150
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46	CRE14.G628500-MONOMER	dTDP-glucose 4,6-dehydratase	CRE14.G628500	Cre14.g628500
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46	MONOMERIO2-5806	dTDP-glucose 4,6-dehydratase	CRE02.G083800	Cre02.g083800
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46	CRE03.G150500-MONOMER	dTDP-glucose 4,6-dehydratase	CRE03.G150500	Cre03.g150500
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPGLUCOSEPP-RXN	EC-2.7.7.24	unknown	unknown	unknown	unknown
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133	MONOMERIO2-5880	dTDP-&alpha;-L-rhamnose synthase	CRE09.G387171	Cre09.g387171
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPDEHYRHAMREDUCT-RXN	EC-1.1.1.133	CRE17.G718250-MONOMER	dTDP-&alpha;-L-rhamnose synthase	CRE17.G718250	Cre17.g718250
DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis	DTDPDEHYDRHAMEPIM-RXN	EC-5.1.3.13	MONOMERIO2-5880	dTDP-4-dehydrorhamnose 3,5-epimerase	CRE09.G387171	Cre09.g387171
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-14973	-	unknown	unknown	unknown	unknown
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-14972	-	unknown	unknown	unknown	unknown
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9516	EC-2.3.1.179	CRE10.G438050-MONOMER		CRE10.G438050	Cre10.g438050
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9516	EC-2.3.1.179	CRE06.G309826-MONOMER		CRE06.G309826	Cre06.g309826
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9516	EC-2.3.1.179	MONOMERIO2-5947		CRE11.G467723	Cre11.g467723
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9515	EC-1.3.1.10	CRE01.G035350-MONOMER		CRE01.G035350	Cre01.g035350
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9515	EC-1.3.1.10	CRE02.G116550-MONOMER		CRE02.G116550	Cre02.g116550
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	4.2.1.58-RXN	EC-2.3.1.86	CRE03.G208050-MONOMER		CRE03.G208050	Cre03.g208050
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9514	EC-2.3.1.86	CRE03.G213313-MONOMER		CRE03.G213313	Cre03.g213313
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9514	EC-2.3.1.86	CRE03.G172000-MONOMER		CRE03.G172000	Cre03.g172000
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9514	EC-2.3.1.86	CRE02.G103100-MONOMER		CRE02.G103100	Cre02.g103100
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	RXN-9514	EC-2.3.1.86	CRE06.G309826-MONOMER		CRE06.G309826	Cre06.g309826
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.179	CRE10.G438050-MONOMER		CRE10.G438050	Cre10.g438050
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.179	CRE06.G309826-MONOMER		CRE06.G309826	Cre06.g309826
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.179	MONOMERIO2-5947		CRE11.G467723	Cre11.g467723
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.86	CRE14.G621650-MONOMER	[acyl-carrier-protein] <i>S</i>-malonyltransferase	CRE14.G621650	Cre14.g621650
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.86	CRE02.G088250-MONOMER	[acyl-carrier-protein] <i>S</i>-malonyltransferase	CRE02.G088250	Cre02.g088250
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.86	CRE29.G757897-MONOMER	[acyl-carrier-protein] <i>S</i>-malonyltransferase	CRE29.G757897	Cre29.g757897
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE08.G373050-MONOMER	acetyl-CoA carboxylase	CRE08.G373050	Cre08.g373050
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE08.G359350-MONOMER	acetyl-CoA carboxylase	CRE08.G359350	Cre08.g359350
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE17.G715250-MONOMER	acetyl-CoA carboxylase	CRE17.G715250	Cre17.g715250
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE01.G037850-MONOMER	acetyl-CoA carboxylase	CRE01.G037850	Cre01.g037850
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE12.G519100-MONOMER	acetyl-CoA carboxylase	CRE12.G519100	Cre12.g519100
PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	ACETYL-COA-CARBOXYLTRANSFER-RXN	EC-6.4.1.2	CRE12.G484000-MONOMER	acetyl-CoA carboxylase	CRE12.G484000	Cre12.g484000
PWY-7158	L-phenylalanine degradation V	RXN-13907	EC-1.14.16.1	CRE01.G029250-MONOMER	phenylalanine hydroxylase	CRE01.G029250	Cre01.g029250
PWY-7158	L-phenylalanine degradation V	RXN-13907	EC-1.14.16.1	MONOMER-17816	phenylalanine hydroxylase	G-15478	PAH
PWY-7158	L-phenylalanine degradation V	RXN-13908	EC-4.2.1.96	MONOMERIO2-5734	pterin-4alpha-carbinolamine dehydratase	CRE04.G223800	Cre04.g223800
PWY-7158	L-phenylalanine degradation V	RXN-13908	EC-4.2.1.96	MONOMER-17818	pterin-4alpha-carbinolamine dehydratase	G-15480	Cr-1
PWY-7158	L-phenylalanine degradation V	RXN-13909	EC-1.5.1.34	unknown	unknown	unknown	unknown
PWY-7199	pyrimidine deoxyribonucleosides salvage	THYMIDYLATESYN-RXN	EC-2.1.1.45	CRE17.G715900-MONOMER	thymidylate synthase	CRE17.G715900	Cre17.g715900
PWY-7199	pyrimidine deoxyribonucleosides salvage	DEOXYCYTIDINE-KINASE-RXN	EC-2.7.1.74	CRE02.G095350-MONOMER	2'-deoxycytidine kinase	CRE02.G095350	Cre02.g095350
PWY-7199	pyrimidine deoxyribonucleosides salvage	THYKI-RXN	EC-2.7.1.145	CRE03.G192600-MONOMER	thymidine kinase	CRE03.G192600	Cre03.g192600
PWY-7199	pyrimidine deoxyribonucleosides salvage	DURIDKI-RXN	EC-2.7.1.145	unknown	unknown	unknown	unknown
PWY-7199	pyrimidine deoxyribonucleosides salvage	CYTIDEAM-RXN	EC-3.5.4.5	CRE13.G570550-MONOMER	deoxycytidine deaminase	CRE13.G570550	Cre13.g570550
GLUTAMATE-SYN2-PWY	L-glutamate biosynthesis II	GLUTAMATE-DEHYDROGENASE-NADP+-RXN	EC-1.4.1.3	CRE09.G388800-MONOMER	glutamate dehydrogenase	CRE09.G388800	Cre09.g388800
GLUTAMATE-SYN2-PWY	L-glutamate biosynthesis II	GLUTAMATE-DEHYDROGENASE-NADP+-RXN	EC-1.4.1.3	CRE05.G232150-MONOMER	glutamate dehydrogenase	CRE05.G232150	Cre05.g232150
ARO-PWY	chorismate biosynthesis I	PWY-6163	-	unknown	unknown	unknown	unknown
ARO-PWY	chorismate biosynthesis I	PWY-6164	-	unknown	unknown	unknown	unknown
PWY-2301	<i>myo</i>-inositol biosynthesis	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25	unknown	unknown	unknown	unknown
PWY-2301	<i>myo</i>-inositol biosynthesis	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	EC-5.5.1.4	CRE03.G180250-MONOMER	inositol-3-phosphate synthase	CRE03.G180250	Cre03.g180250
PWY-6543	4-aminobenzoate biosynthesis	ADCLY-RXN	EC-4.1.3.38	CRE13.G576400-MONOMER	aminodeoxychorismate lyase	CRE13.G576400	Cre13.g576400
PWY-6543	4-aminobenzoate biosynthesis	PABASYN-RXN	EC-2.6.1.85	CRE03.G181400-MONOMER	4-amino-4-deoxychorismate synthase	CRE03.G181400	Cre03.g181400
PWYQT-4429	CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)	RXN0-5224	EC-4.2.1.1	GIO2-2569-MONOMER	carbonic anhydrase	GIO2-2569	Cre12.g485050
PWYQT-4429	CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)	PEPCARBOX-RXN	EC-4.1.1.31	CRE11.G476325-MONOMER	phosphoenolpyruvate carboxylase	CRE11.G476325	Cre11.g476325
PWYQT-4429	CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)	PEPCARBOX-RXN	EC-4.1.1.31	CRE16.G673852-MONOMER	phosphoenolpyruvate carboxylase	CRE16.G673852	Cre16.g673852
PWYQT-4429	CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)	PEPCARBOX-RXN	EC-4.1.1.31	CRE03.G171950-MONOMER	phosphoenolpyruvate carboxylase	CRE03.G171950	Cre03.g171950
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25	CRE14.G620350-MONOMER	GTP cyclohydrolase II	CRE14.G620350	Cre14.g620350
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	GTP-CYCLOHYDRO-II-RXN	EC-3.5.4.25	MONOMERIO2-5879	GTP cyclohydrolase II	CRE09.G393900	Cre09.g393900
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26	CRE17.G702400-MONOMER	diaminohydroxyphosphoribosylaminopyrimidine deaminase	CRE17.G702400	Cre17.g702400
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26	CRE12.G555951-MONOMER	diaminohydroxyphosphoribosylaminopyrimidine deaminase	CRE12.G555951	Cre12.g555951
